,dataset,method,qrcoef,abratio,replicate,cd,acc,times,memgb,n,k,length,gtee,ad,gtype
227,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,27,0,1,47.76,0.219028,101,1000,1600,,,est
228,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,28,0,1,50.26,0.223128,101,1000,1600,,,est
229,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,29,0,1,79.58,0.224552,101,1000,1600,,,est
230,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,30,0,1,53.83,0.218716,101,1000,1600,,,est
231,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,31,2,0,53.99,0.218156,101,1000,1600,,,est
232,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,32,2,0,51.86,0.220092,101,1000,1600,,,est
233,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,33,0,1,56.03,0.224696,101,1000,1600,,,est
234,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,34,4,0,55.65,0.222744,101,1000,1600,,,est
235,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,35,0,1,56.37,0.21872,101,1000,1600,,,est
236,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,36,0,1,48.67,0.218896,101,1000,1600,,,est
237,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,37,10,0,52.74,0.221508,101,1000,1600,,,est
238,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,38,0,1,35.84,0.219808,101,1000,1600,,,est
239,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,39,0,1,46.46,0.219928,101,1000,1600,,,est
240,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,40,0,1,82.85,0.22282,101,1000,1600,,,est
241,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,41,0,1,72.97,0.21958,101,1000,1600,,,est
242,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,42,0,1,59.23,0.220428,101,1000,1600,,,est
243,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,43,0,1,46.75,0.221096,101,1000,1600,,,est
244,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,44,0,1,54.12,0.223868,101,1000,1600,,,est
245,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,45,0,1,79.62,0.219796,101,1000,1600,,,est
246,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,46,0,1,42.61,0.221796,101,1000,1600,,,est
247,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,47,0,1,60.49,0.221248,101,1000,1600,,,est
248,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,48,6,0,58.42,0.219368,101,1000,1600,,,est
249,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,49,0,1,50.56,0.220172,101,1000,1600,,,est
250,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,0,4,0,83.15,0.219972,101,1000,1600,,,est
251,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,1,0,1,86.7,0.222256,101,1000,1600,,,est
252,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,2,0,1,79.0,0.2208,101,1000,1600,,,est
253,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,3,0,1,81.49,0.21982,101,1000,1600,,,est
254,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,4,0,1,74.01,0.223096,101,1000,1600,,,est
255,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,5,0,1,78.27,0.219696,101,1000,1600,,,est
256,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,6,0,1,84.42,0.2211,101,1000,1600,,,est
257,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,7,0,1,77.84,0.219336,101,1000,1600,,,est
258,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,8,0,1,87.05,0.220488,101,1000,1600,,,est
259,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,9,0,1,84.32,0.22046,101,1000,1600,,,est
260,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,10,0,1,57.19,0.220404,101,1000,1600,,,est
261,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,11,0,1,54.59,0.2183,101,1000,1600,,,est
262,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,12,0,1,54.4,0.219336,101,1000,1600,,,est
263,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,13,0,1,48.04,0.220756,101,1000,1600,,,est
264,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,14,0,1,51.02,0.220364,101,1000,1600,,,est
265,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,15,2,0,59.62,0.219552,101,1000,1600,,,est
266,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,16,0,1,50.58,0.221596,101,1000,1600,,,est
267,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,17,0,1,48.1,0.222268,101,1000,1600,,,est
268,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,18,0,1,55.44,0.22012,101,1000,1600,,,est
269,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,19,0,1,54.79,0.220176,101,1000,1600,,,est
270,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,20,4,0,61.2,0.219808,101,1000,1600,,,est
271,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,21,0,1,56.45,0.223328,101,1000,1600,,,est
272,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,22,0,1,49.82,0.221368,101,1000,1600,,,est
273,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,23,0,1,52.83,0.218936,101,1000,1600,,,est
274,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,24,0,1,41.84,0.219084,101,1000,1600,,,est
275,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,25,0,1,50.61,0.219392,101,1000,1600,,,est
276,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,26,0,1,48.48,0.219844,101,1000,1600,,,est
277,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,27,0,1,55.02,0.220696,101,1000,1600,,,est
278,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,28,0,1,55.05,0.219964,101,1000,1600,,,est
279,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,29,0,1,80.34,0.22038,101,1000,1600,,,est
280,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,30,0,1,49.74,0.219476,101,1000,1600,,,est
281,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,31,2,0,57.37,0.218908,101,1000,1600,,,est
282,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,32,2,0,48.53,0.22182,101,1000,1600,,,est
283,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,33,0,1,56.08,0.218768,101,1000,1600,,,est
284,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,34,4,0,57.54,0.220144,101,1000,1600,,,est
285,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,35,0,1,53.27,0.219756,101,1000,1600,,,est
286,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,36,0,1,50.49,0.2212,101,1000,1600,,,est
287,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,37,10,0,53.59,0.218908,101,1000,1600,,,est
288,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,38,0,1,38.61,0.223436,101,1000,1600,,,est
289,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,39,0,1,48.54,0.21884,101,1000,1600,,,est
290,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,40,0,1,87.02,0.220176,101,1000,1600,,,est
291,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,41,0,1,77.56,0.218892,101,1000,1600,,,est
292,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,42,0,1,60.54,0.22132,101,1000,1600,,,est
293,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,43,0,1,49.52,0.218836,101,1000,1600,,,est
294,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,44,0,1,56.59,0.221872,101,1000,1600,,,est
295,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,45,0,1,81.84,0.218412,101,1000,1600,,,est
296,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,46,0,1,50.15,0.221816,101,1000,1600,,,est
297,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,47,0,1,62.36,0.219336,101,1000,1600,,,est
298,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,48,6,0,60.72,0.22054,101,1000,1600,,,est
299,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,49,0,1,51.16,0.219068,101,1000,1600,,,est
300,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,0,4,0,85.19,0.220956,101,1000,1600,,,est
301,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,1,0,1,90.96000000000001,0.218784,101,1000,1600,,,est
302,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,2,0,1,87.53999999999999,0.218384,101,1000,1600,,,est
303,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,3,0,1,87.72,0.219536,101,1000,1600,,,est
304,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,4,0,1,83.59,0.22304,101,1000,1600,,,est
305,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,5,0,1,85.05,0.2216,101,1000,1600,,,est
306,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,6,0,1,86.5,0.221364,101,1000,1600,,,est
307,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,7,0,1,83.88,0.218596,101,1000,1600,,,est
308,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,8,0,1,91.88,0.219028,101,1000,1600,,,est
309,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,9,0,1,88.49,0.22152,101,1000,1600,,,est
310,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,10,10,0,60.2,0.219464,101,1000,1600,,,est
311,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,11,0,1,61.61,0.22,101,1000,1600,,,est
312,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,12,6,0,82.41,0.220672,101,1000,1600,,,est
313,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,13,0,1,56.99,0.219868,101,1000,1600,,,est
314,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,14,0,1,54.71,0.2188,101,1000,1600,,,est
315,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,15,2,0,62.02,0.21856,101,1000,1600,,,est
316,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,16,0,1,58.91,0.220068,101,1000,1600,,,est
317,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,17,0,1,48.89,0.219524,101,1000,1600,,,est
318,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,18,0,1,58.97,0.220064,101,1000,1600,,,est
319,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,19,0,1,57.52,0.2201,101,1000,1600,,,est
320,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,20,8,0,62.94,0.224844,101,1000,1600,,,est
321,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,21,0,1,60.87,0.219664,101,1000,1600,,,est
322,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,22,0,1,57.46,0.219256,101,1000,1600,,,est
323,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,23,0,1,56.9,0.223416,101,1000,1600,,,est
324,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,24,0,1,53.64,0.21964,101,1000,1600,,,est
325,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,25,0,1,46.98,0.221148,101,1000,1600,,,est
326,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,26,0,1,58.82,0.218952,101,1000,1600,,,est
327,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,27,0,1,52.88,0.2205,101,1000,1600,,,est
328,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,28,0,1,55.71,0.220032,101,1000,1600,,,est
329,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,29,0,1,59.02,0.21894,101,1000,1600,,,est
330,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,30,0,1,52.92,0.218872,101,1000,1600,,,est
331,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,31,2,0,57.13,0.218516,101,1000,1600,,,est
332,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,32,16,0,59.01,0.219476,101,1000,1600,,,est
333,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,33,0,1,57.89,0.218988,101,1000,1600,,,est
334,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,34,4,0,61.55,0.21904,101,1000,1600,,,est
335,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,35,4,0,62.07,0.220168,101,1000,1600,,,est
336,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,36,0,1,54.04,0.219144,101,1000,1600,,,est
337,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,37,10,0,54.68,0.224512,101,1000,1600,,,est
338,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,38,0,1,42.03,0.221084,101,1000,1600,,,est
339,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,39,0,1,44.13,0.22018,101,1000,1600,,,est
340,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,40,0,1,91.78999999999999,0.227084,101,1000,1600,,,est
341,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,41,0,1,80.16,0.2179,101,1000,1600,,,est
342,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,42,0,1,61.77,0.219816,101,1000,1600,,,est
343,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,43,0,1,51.99,0.221988,101,1000,1600,,,est
344,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,44,0,1,59.74,0.22042,101,1000,1600,,,est
345,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,45,2,0,90.81,0.219448,101,1000,1600,,,est
346,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,46,0,1,54.94,0.221452,101,1000,1600,,,est
347,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,47,4,0,57.02,0.219168,101,1000,1600,,,est
348,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,48,6,0,63.56,0.219316,101,1000,1600,,,est
349,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,49,0,1,55.3,0.218708,101,1000,1600,,,est
350,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,0,16,0,84.49,0.221116,101,1000,1600,,,est
351,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,1,0,1,92.05,0.219984,101,1000,1600,,,est
352,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,2,0,1,87.37,0.218644,101,1000,1600,,,est
353,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,3,0,1,90.09,0.219232,101,1000,1600,,,est
354,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,4,0,1,85.88,0.219948,101,1000,1600,,,est
355,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,5,0,1,86.99,0.218468,101,1000,1600,,,est
356,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,6,0,1,88.87,0.221508,101,1000,1600,,,est
357,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,7,0,1,85.81,0.220124,101,1000,1600,,,est
358,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,8,12,0,90.13,0.219976,101,1000,1600,,,est
359,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,9,0,1,89.47,0.219372,101,1000,1600,,,est
360,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,10,2,0,60.19,0.219484,101,1000,1600,,,est
361,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,11,0,1,60.54,0.21958,101,1000,1600,,,est
362,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,12,6,0,56.74,0.220916,101,1000,1600,,,est
363,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,13,0,1,60.14,0.220372,101,1000,1600,,,est
364,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,14,4,0,56.96,0.219528,101,1000,1600,,,est
365,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,15,6,0,54.71,0.21924,101,1000,1600,,,est
366,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,16,0,1,60.38,0.221332,101,1000,1600,,,est
367,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,17,0,1,51.65,0.221628,101,1000,1600,,,est
368,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,18,8,0,61.5,0.21956,101,1000,1600,,,est
369,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,19,0,1,54.22,0.219776,101,1000,1600,,,est
370,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,20,12,0,132.77,0.220204,101,1000,1600,,,est
371,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,21,0,1,56.31,0.21902,101,1000,1600,,,est
372,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,22,2,0,60.14,0.22062,101,1000,1600,,,est
373,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,23,6,0,57.8,0.220308,101,1000,1600,,,est
374,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,24,2,0,57.6,0.2214,101,1000,1600,,,est
375,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,25,0,1,54.64,0.222664,101,1000,1600,,,est
376,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,26,4,0,57.87,0.2182,101,1000,1600,,,est
377,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,27,0,1,59.56,0.21872,101,1000,1600,,,est
378,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,28,16,0,55.9,0.222532,101,1000,1600,,,est
379,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,29,12,0,61.6,0.22008,101,1000,1600,,,est
380,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,30,12,0,56.31,0.219204,101,1000,1600,,,est
381,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,31,6,0,65.63,0.218784,101,1000,1600,,,est
382,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,32,16,0,53.76,0.220896,101,1000,1600,,,est
383,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,33,4,0,59.19,0.219264,101,1000,1600,,,est
384,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,34,10,0,61.71,0.220188,101,1000,1600,,,est
385,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,35,6,0,64.3,0.219284,101,1000,1600,,,est
386,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,36,0,1,55.18,0.220512,101,1000,1600,,,est
387,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,37,4,0,55.69,0.22184,101,1000,1600,,,est
388,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,38,0,1,44.7,0.223132,101,1000,1600,,,est
389,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,39,0,1,55.83,0.219052,101,1000,1600,,,est
390,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,40,0,1,93.31,0.219552,101,1000,1600,,,est
391,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,41,4,0,87.8,0.220068,101,1000,1600,,,est
392,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,42,2,0,61.88,0.223088,101,1000,1600,,,est
393,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,43,0,1,57.07,0.221044,101,1000,1600,,,est
394,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,44,2,0,56.13,0.220864,101,1000,1600,,,est
395,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,45,6,0,92.17,0.218412,101,1000,1600,,,est
396,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,46,0,1,57.48,0.221808,101,1000,1600,,,est
397,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,47,4,0,65.36,0.219664,101,1000,1600,,,est
398,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,48,14,0,64.72,0.221088,101,1000,1600,,,est
399,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,49,2,0,52.38,0.223232,101,1000,1600,,,est
400,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,0,4,0,86.68,0.218352,101,1000,1600,,,est
401,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,1,0,1,92.6,0.221012,101,1000,1600,,,est
402,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,2,0,1,90.37,0.219412,101,1000,1600,,,est
403,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,3,0,1,89.56,0.223464,101,1000,1600,,,est
404,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,4,0,1,88.7,0.21832,101,1000,1600,,,est
405,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,5,6,0,87.2,0.21984,101,1000,1600,,,est
406,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,6,0,1,89.68,0.221208,101,1000,1600,,,est
407,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,7,0,1,84.68,0.218888,101,1000,1600,,,est
408,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,8,12,0,90.0,0.21974,101,1000,1600,,,est
409,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,9,0,1,90.56,0.221576,101,1000,1600,,,est
410,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,10,6,0,59.91,0.21984,101,1000,1600,,,est
411,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,11,0,1,62.88,0.219724,101,1000,1600,,,est
412,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,12,6,0,80.56,0.219744,101,1000,1600,,,est
413,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,13,0,1,59.71,0.220204,101,1000,1600,,,est
414,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,14,4,0,54.14,0.221056,101,1000,1600,,,est
415,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,15,6,0,62.58,0.218852,101,1000,1600,,,est
416,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,16,0,1,60.05,0.220332,101,1000,1600,,,est
417,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,17,0,1,50.36,0.21972,101,1000,1600,,,est
418,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,18,6,0,62.57,0.218616,101,1000,1600,,,est
419,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,19,0,1,60.37,0.221376,101,1000,1600,,,est
420,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,20,8,0,64.37,0.220132,101,1000,1600,,,est
421,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,21,0,1,56.63,0.221348,101,1000,1600,,,est
422,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,22,2,0,58.63,0.219468,101,1000,1600,,,est
423,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,23,6,0,57.88,0.225392,101,1000,1600,,,est
424,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,24,2,0,57.29,0.2203,101,1000,1600,,,est
425,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,25,2,0,53.37,0.220224,101,1000,1600,,,est
426,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,26,2,0,60.11,0.218648,101,1000,1600,,,est
427,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,27,2,0,61.35,0.221076,101,1000,1600,,,est
428,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,28,4,0,58.21,0.218636,101,1000,1600,,,est
429,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,29,12,0,84.9,0.21874,101,1000,1600,,,est
430,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,30,6,0,59.85,0.218856,101,1000,1600,,,est
431,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,31,2,0,65.2,0.219404,101,1000,1600,,,est
432,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,32,16,0,58.19,0.22022,101,1000,1600,,,est
433,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,33,4,0,53.91,0.219032,101,1000,1600,,,est
434,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,34,10,0,56.53,0.218988,101,1000,1600,,,est
435,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,35,6,0,57.97,0.219936,101,1000,1600,,,est
436,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,36,0,1,55.43,0.219304,101,1000,1600,,,est
437,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,37,8,0,55.65,0.218504,101,1000,1600,,,est
438,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,38,0,1,44.72,0.218756,101,1000,1600,,,est
439,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,39,0,1,45.8,0.21968,101,1000,1600,,,est
440,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,40,4,0,92.69,0.219088,101,1000,1600,,,est
441,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,41,4,0,87.09,0.221488,101,1000,1600,,,est
442,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,42,4,0,57.44,0.218564,101,1000,1600,,,est
443,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,43,0,1,52.18,0.220408,101,1000,1600,,,est
444,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,44,2,0,63.16,0.219288,101,1000,1600,,,est
445,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,45,6,0,92.99000000000001,0.22154,101,1000,1600,,,est
446,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,46,0,1,56.95,0.218648,101,1000,1600,,,est
447,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,47,18,0,58.05,0.220748,101,1000,1600,,,est
448,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,48,6,0,62.91,0.21978,101,1000,1600,,,est
449,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,49,10,0,56.36,0.219716,101,1000,1600,,,est
450,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,0,4,0,85.64,0.21914,101,1000,1600,,,est
451,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,1,0,1,93.7,0.219856,101,1000,1600,,,est
452,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,2,0,1,89.17,0.218588,101,1000,1600,,,est
453,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,3,0,1,87.9,0.21864,101,1000,1600,,,est
454,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,4,0,1,88.71000000000001,0.219352,101,1000,1600,,,est
455,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,5,6,0,86.58,0.22194,101,1000,1600,,,est
456,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,6,0,1,91.57,0.220776,101,1000,1600,,,est
457,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,7,0,1,85.49,0.219964,101,1000,1600,,,est
458,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,8,4,0,90.57,0.219484,101,1000,1600,,,est
